1980 12 01 00   133    11 10086   260    26     7     0     0
1980 12 01 01   128    11 10093   240    15     8     0 -9999
1980 12 01 02   111    17 10096   220    36     8     0 -9999
1980 12 01 03   100    22 10100   210    41     8     0 -9999
1980 12 01 04   111    33 10106   220    46     8     0 -9999
1980 12 01 05   100    39 10106   210    52     4     0 -9999
1980 12 01 06   100    56 10109   190    41     2     0     0
1980 12 01 07    89    56 10100   180    36     4     0 -9999
1980 12 01 08    89    50 10100   170    41     6     0 -9999
1980 12 01 09    89    56 10100   170    36     6     0 -9999
1980 12 01 10   100    61 10092   160    41     8     0 -9999
1980 12 01 11   100    67 10094   130    31     8     0 -9999
1980 12 01 12   100    67 10094   130    36     8     0     0
1980 12 01 13    94    67 10095   120    46     8     0 -9999
1980 12 01 14   100    72 10100   140    46     8     0 -9999
1980 12 01 15   106    78 10100   150    67     8     0 -9999
1980 12 01 16   117    83 10099   150    77     8     0 -9999
1980 12 01 17   133    89 10095   170    67     8     0 -9999
1980 12 01 18   139    94 10085   170    67     8     0     0
1980 12 01 19   139    94 10075   180    52     8     0 -9999
1980 12 01 20   139    94 10073   180    72     8     0 -9999
1980 12 01 21   133    94 10072   180    57     8     0 -9999
1980 12 01 22   128    94 10072   160    36     8     0 -9999
1980 12 01 23   128    94 10072   160    52     8     0 -9999
1980 12 02 00   128   100 10074   180    46     8     0     0
1980 12 02 01   122    94 10077   180    41     8     0 -9999
1980 12 02 02   122    94 10081   180    36     8     0 -9999
1980 12 02 03    89    61 10099   330    82     8     0    -1
1980 12 02 04    50    28 10114   330    88     8     0 -9999
1980 12 02 05    39    17 10133   330    88     8     0 -9999
1980 12 02 06    28     6 10151   320    98     8     0    -1
1980 12 02 07    -6   -28 10175   310   108     8     0 -9999
1980 12 02 08   -17   -44 10191   310    77     8     0 -9999
1980 12 02 09   -39   -72 10209   300    93     8     0    -1
1980 12 02 10   -61  -106 10226   310    98     8     0 -9999
1980 12 02 11   -72  -117 10239   310   103     8     0 -9999
1980 12 02 12   -72  -122 10247   310    88     8     0     0
1980 12 02 13   -78  -128 10260   310    93     8     0 -9999
1980 12 02 14   -89  -133 10272   310    93     5     0 -9999
1980 12 02 15   -94  -150 10292   310    93     2     0 -9999
1980 12 02 16   -94  -144 10309   300    77     2     0 -9999
